Business Name,City,County,State,Phone,Address,Type,Source,Priority
Kitchen Fremont Valley Inc 47,Fremont,Alameda,CA,(510) 565-8547,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Market Alameda,Fremont,Alameda,CA,(510) 805-4443,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Market Fremont,Fremont,Alameda,CA,(510) 490-5207,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mini Mart Alameda,Fremont,Alameda,CA,(510) 295-5611,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mini Mart Company,Fremont,Alameda,CA,(510) 746-7766,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mini Mart Group,Fremont,Alameda,CA,(925) 886-8369,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Fremont,Fremont,Alameda,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
NewBistro LLC 77,Fremont,Alameda,CA,(510) 597-5225,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewCafe Inc 49,Fremont,Alameda,CA,(510) 902-7491,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewEatery Corp 94,Fremont,Alameda,CA,(510) 438-5722,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewGrill 70,Fremont,Alameda,CA,(510) 671-1607,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewKitchen Fremont Hills Company 26,Fremont,Alameda,CA,(925) 565-9655,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPackage Store Fremont 29,Fremont,Alameda,CA,(925) 418-1120,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPlace Corp 17,Fremont,Alameda,CA,(925) 671-7924,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewSaloon Fremont Heights Company 64,Fremont,Alameda,CA,(925) 434-4919,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Nightclub 39,Fremont,Alameda,CA,(925) 891-2569,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Nightclub Alameda Co,Fremont,Alameda,CA,(510) 960-3829,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldBrasserie Group 85,Fremont,Alameda,CA,(510) 358-4533,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldCafe Co 4,Fremont,Alameda,CA,(510) 845-6880,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldGrill 64,Fremont,Alameda,CA,(925) 585-4657,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldSteakhouse 59,Fremont,Alameda,CA,(510) 243-9154,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern Fremont LLC 33,Fremont,Alameda,CA,(925) 251-7103,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store Alameda LLC,Fremont,Alameda,CA,(925) 400-8508,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store Co 70,Fremont,Alameda,CA,(510) 515-3615,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Alameda LLC,Fremont,Alameda,CA,(925) 233-7841,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Inc,Fremont,Alameda,CA,(510) 648-1521,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub,Fremont,Alameda,CA,(925) 235-8788,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Group,Fremont,Alameda,CA,(510) 729-1190,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant,Fremont,Alameda,CA,(510) 707-9497,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Co 70,Fremont,Alameda,CA,(510) 562-5384,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Fremont Valley LLC,Fremont,Alameda,CA,(510) 618-9972,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Corp 50,Fremont,Alameda,CA,(925) 202-9067,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Fremont Company,Fremont,Alameda,CA,(925) 357-1709,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Fremont Valley Company,Fremont,Alameda,CA,(925) 486-7471,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Fremont Hills Corp,Fremont,Alameda,CA,(925) 720-2704,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse,Fremont,Alameda,CA,(925) 749-6225,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Alameda,Fremont,Alameda,CA,(510) 336-6229,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Inc,Fremont,Alameda,CA,(925) 923-8661,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Fremont LLC,Fremont,Alameda,CA,(510) 901-1428,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern,Fremont,Alameda,CA,(925) 595-5682,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Co 68,Fremont,Alameda,CA,(925) 849-7646,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Fremont Company,Fremont,Alameda,CA,(925) 787-8416,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Fremont Heights 52,Fremont,Alameda,CA,(510) 900-2072,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Fremont Hills Group,Fremont,Alameda,CA,(510) 731-5519,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Group,Fremont,Alameda,CA,(925) 595-1688,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern LLC,Fremont,Alameda,CA,(925) 499-8918,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheCafe Fremont Hills LLC 21,Fremont,Alameda,CA,(925) 885-3573,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheChophouse 91,Fremont,Alameda,CA,(925) 406-3120,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheDive Bar Alameda 41,Fremont,Alameda,CA,(510) 575-1234,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheFine Wines 72,Fremont,Alameda,CA,(925) 531-6465,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheKitchen 19,Fremont,Alameda,CA,(925) 254-2693,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
ThePub Fremont 39,Fremont,Alameda,CA,(510) 533-3530,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheTap Room Group 15,Fremont,Alameda,CA,(510) 487-5526,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine & Spirits Fremont LLC,Fremont,Alameda,CA,(510) 655-7545,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine Shop Fremont Co,Fremont,Alameda,CA,(925) 887-2615,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar,Hayward,Alameda,CA,(510) 749-8467,,Restaurant,CA_ABC_Intelligence,MEDIUM
Bar & Grill Company,Hayward,Alameda,CA,(510) 579-4690,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill Hayward Heights LLC 5,Hayward,Alameda,CA,(925) 522-8177,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Co,Hayward,Alameda,CA,(510) 619-4464,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Hayward Corp 14,Hayward,Alameda,CA,(925) 485-6642,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro Company,Hayward,Alameda,CA,(510) 338-7055,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bottle Shop Hayward Corp,Hayward,Alameda,CA,(510) 480-9160,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Alameda Corp,Hayward,Alameda,CA,(925) 855-2487,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Alameda LLC,Hayward,Alameda,CA,(510) 338-4133,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Co,Hayward,Alameda,CA,(925) 805-2928,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brasserie Hayward,Hayward,Alameda,CA,(510) 889-2231,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe,Hayward,Alameda,CA,(510) 252-3994,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe Hayward Co,Hayward,Alameda,CA,(510) 620-8246,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Corp,Hayward,Alameda,CA,(510) 996-9411,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Co,Hayward,Alameda,CA,(925) 562-3699,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Corp,Hayward,Alameda,CA,(510) 949-5471,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Hayward,Hayward,Alameda,CA,(925) 595-5375,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Convenience Store,Hayward,Alameda,CA,(510) 584-6510,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Alameda,Hayward,Alameda,CA,(510) 888-9191,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Alameda LLC 5,Hayward,Alameda,CA,(925) 545-5587,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Hayward Hills,Hayward,Alameda,CA,(510) 444-5460,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Hayward Valley,Hayward,Alameda,CA,(925) 413-2486,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Inc 21,Hayward,Alameda,CA,(925) 652-4413,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Store,Hayward,Alameda,CA,(925) 598-8000,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Store Hayward Heights,Hayward,Alameda,CA,(925) 964-4420,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Alameda LLC,Hayward,Alameda,CA,(510) 451-1245,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Inc,Hayward,Alameda,CA,(925) 772-6990,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Discount Liquor,Hayward,Alameda,CA,(510) 351-8287,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Discount Liquor Hayward Company,Hayward,Alameda,CA,(925) 435-9954,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar Alameda Corp,Hayward,Alameda,CA,(510) 688-2860,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar Hayward,Hayward,Alameda,CA,(510) 665-6506,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar LLC,Hayward,Alameda,CA,(925) 919-8373,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Inc,Hayward,Alameda,CA,(510) 515-5637,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Event Catering Hayward Hills Co,Hayward,Alameda,CA,(510) 383-7884,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Fine Wines Hayward Hills,Hayward,Alameda,CA,(925) 503-3554,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Co,Hayward,Alameda,CA,(925) 557-3620,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Hayward Valley Group,Hayward,Alameda,CA,(925) 721-2591,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grocery Hayward Hills,Hayward,Alameda,CA,(510) 352-9976,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House Corp 27,Hayward,Alameda,CA,(925) 454-1421,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
House Hayward Valley Corp,Hayward,Alameda,CA,(510) 933-6238,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen,Hayward,Alameda,CA,(925) 920-2031,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store,Hayward,Alameda,CA,(925) 601-7543,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Alameda,Hayward,Alameda,CA,(925) 806-7486,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Hayward Hills 98,Hayward,Alameda,CA,(925) 539-6857,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Hayward Valley LLC 86,Hayward,Alameda,CA,(510) 799-9415,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Market Hayward Group,Hayward,Alameda,CA,(925) 958-3783,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mini Mart,Hayward,Alameda,CA,(925) 590-6623,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Hayward,Hayward,Alameda,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
NewConvenience Store 54,Hayward,Alameda,CA,(510) 513-5392,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewLiquor Store Hayward 98,Hayward,Alameda,CA,(925) 250-7283,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewSpot Hayward 23,Hayward,Alameda,CA,(510) 351-8771,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewSteakhouse LLC 79,Hayward,Alameda,CA,(510) 391-1585,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewTavern Hayward Corp 46,Hayward,Alameda,CA,(510) 717-9635,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldCatering 49,Hayward,Alameda,CA,(925) 226-7884,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldChophouse 24,Hayward,Alameda,CA,(925) 278-8021,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldDiner 51,Hayward,Alameda,CA,(510) 425-7817,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldRestaurant Hayward 40,Hayward,Alameda,CA,(510) 219-5457,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Party Services Hayward Valley Co,Hayward,Alameda,CA,(925) 601-5224,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Hayward,Hayward,Alameda,CA,(925) 695-2906,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Alameda,Hayward,Alameda,CA,(925) 544-2257,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon LLC,Hayward,Alameda,CA,(510) 621-2356,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Group 37,Hayward,Alameda,CA,(510) 549-5747,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar LLC,Hayward,Alameda,CA,(510) 680-2367,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot,Hayward,Alameda,CA,(925) 951-2562,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Alameda Company,Hayward,Alameda,CA,(510) 581-7267,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern 47,Hayward,Alameda,CA,(925) 462-6546,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Co,Hayward,Alameda,CA,(925) 902-1206,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Corp,Hayward,Alameda,CA,(510) 501-5013,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Hayward,Hayward,Alameda,CA,(510) 828-2647,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBar Inc 21,Hayward,Alameda,CA,(510) 564-6567,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBar LLC 21,Hayward,Alameda,CA,(510) 525-3690,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheCatering Corp 62,Hayward,Alameda,CA,(925) 989-2254,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheChophouse Alameda 93,Hayward,Alameda,CA,(510) 398-4189,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheKitchen Hayward Hills 45,Hayward,Alameda,CA,(925) 775-5450,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheKitchen Inc 89,Hayward,Alameda,CA,(510) 873-3727,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheTavern 99,Hayward,Alameda,CA,(925) 835-8075,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheTavern Hayward 15,Hayward,Alameda,CA,(510) 323-1522,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar,Livermore,Alameda,CA,(925) 293-4578,,Restaurant,CA_ABC_Intelligence,MEDIUM
Bar & Grill Alameda LLC,Livermore,Alameda,CA,(510) 504-5599,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill Livermore Co,Livermore,Alameda,CA,(925) 418-2659,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Livermore,Livermore,Alameda,CA,(925) 624-4242,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Livermore Valley,Livermore,Alameda,CA,(925) 497-6941,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store Corp,Livermore,Alameda,CA,(925) 962-3844,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Beverage Store Livermore Corp,Livermore,Alameda,CA,(510) 603-2487,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro,Livermore,Alameda,CA,(510) 943-7719,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro Alameda 70,Livermore,Alameda,CA,(925) 519-2325,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bistro Inc,Livermore,Alameda,CA,(925) 734-4977,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Brewery Co,Livermore,Alameda,CA,(510) 720-9219,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe,Livermore,Alameda,CA,(510) 667-3621,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe Alameda Co,Livermore,Alameda,CA,(925) 788-7215,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Cafe Alameda Company,Livermore,Alameda,CA,(510) 204-3110,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse,Livermore,Alameda,CA,(510) 409-2606,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Group,Livermore,Alameda,CA,(925) 392-2097,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Chophouse Livermore,Livermore,Alameda,CA,(925) 368-4849,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Alameda,Livermore,Alameda,CA,(510) 336-1541,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Livermore 33,Livermore,Alameda,CA,(925) 969-5570,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Club Livermore Heights,Livermore,Alameda,CA,(925) 262-3441,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Convenience Store Alameda Inc,Livermore,Alameda,CA,(510) 648-8993,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Convenience Store Corp,Livermore,Alameda,CA,(925) 698-1660,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner,Livermore,Alameda,CA,(925) 858-9905,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Corner Store 8,Livermore,Alameda,CA,(510) 601-9840,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Livermore,Livermore,Alameda,CA,(510) 900-5435,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Diner Livermore Heights Group,Livermore,Alameda,CA,(925) 960-5244,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar 11,Livermore,Alameda,CA,(510) 441-6806,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar Alameda,Livermore,Alameda,CA,(925) 924-9388,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Dive Bar Livermore,Livermore,Alameda,CA,(510) 553-9342,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Co,Livermore,Alameda,CA,(925) 923-6108,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Eatery Livermore Valley,Livermore,Alameda,CA,(510) 551-5044,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Event Catering Inc,Livermore,Alameda,CA,(510) 878-1894,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Fine Wines Alameda LLC,Livermore,Alameda,CA,(510) 494-6618,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grill Livermore,Livermore,Alameda,CA,(925) 382-9289,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grocery Alameda,Livermore,Alameda,CA,(925) 250-2612,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Grocery Inc,Livermore,Alameda,CA,(510) 790-6178,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Co,Livermore,Alameda,CA,(925) 266-1824,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Kitchen Livermore Inc,Livermore,Alameda,CA,(510) 958-4598,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Liquor Store 95,Livermore,Alameda,CA,(510) 220-9468,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Alameda 20,Livermore,Alameda,CA,(510) 486-8230,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Alameda LLC,Livermore,Alameda,CA,(925) 514-2948,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Livermore,Livermore,Alameda,CA,(925) 862-9442,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Lounge Livermore Valley,Livermore,Alameda,CA,(925) 379-4148,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Market,Livermore,Alameda,CA,(510) 453-2974,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Mountain Mikes Pizza - Livermore,Livermore,Alameda,CA,,,Pizza Restaurant,Mountain Mikes Franchise,MEDIUM
NewBrewery Livermore 88,Livermore,Alameda,CA,(925) 948-8459,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewChophouse LLC 86,Livermore,Alameda,CA,(925) 783-2029,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewClub Livermore 93,Livermore,Alameda,CA,(925) 444-8272,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewEatery Livermore Hills Co 56,Livermore,Alameda,CA,(510) 291-1939,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewLounge Livermore Corp 27,Livermore,Alameda,CA,(510) 402-5462,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewMini Mart Corp 31,Livermore,Alameda,CA,(510) 299-6536,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPlace Alameda 49,Livermore,Alameda,CA,(925) 655-2175,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
NewPub Livermore LLC 82,Livermore,Alameda,CA,(510) 633-7542,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Nightclub Co,Livermore,Alameda,CA,(510) 827-7968,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldCorner 80,Livermore,Alameda,CA,(510) 913-6424,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldDive Bar Livermore 7,Livermore,Alameda,CA,(510) 489-4542,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
OldTavern 95,Livermore,Alameda,CA,(925) 301-5856,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Package Store,Livermore,Alameda,CA,(925) 444-5849,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Party Services,Livermore,Alameda,CA,(510) 769-9194,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place,Livermore,Alameda,CA,(510) 286-5960,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place LLC,Livermore,Alameda,CA,(925) 809-8572,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Livermore,Livermore,Alameda,CA,(925) 668-5156,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Place Livermore Corp 20,Livermore,Alameda,CA,(925) 683-3440,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub,Livermore,Alameda,CA,(510) 312-1649,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Co,Livermore,Alameda,CA,(925) 917-4014,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub LLC,Livermore,Alameda,CA,(510) 226-6549,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Pub Livermore,Livermore,Alameda,CA,(510) 599-5994,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant,Livermore,Alameda,CA,(925) 848-4220,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Livermore,Livermore,Alameda,CA,(925) 429-4952,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Restaurant Livermore Co,Livermore,Alameda,CA,(925) 268-8911,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon,Livermore,Alameda,CA,(510) 773-3695,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Livermore,Livermore,Alameda,CA,(925) 717-5997,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Saloon Livermore 24,Livermore,Alameda,CA,(510) 679-4597,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar,Livermore,Alameda,CA,(925) 798-5999,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Livermore 25,Livermore,Alameda,CA,(925) 462-3291,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Sports Bar Livermore Heights Group,Livermore,Alameda,CA,(510) 261-4207,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Spot Company,Livermore,Alameda,CA,(510) 730-8194,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Co,Livermore,Alameda,CA,(510) 206-8273,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Corp,Livermore,Alameda,CA,(510) 879-4546,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Livermore,Livermore,Alameda,CA,(510) 757-5533,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Steakhouse Livermore Group,Livermore,Alameda,CA,(510) 351-4977,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Group,Livermore,Alameda,CA,(510) 402-6843,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tap Room Livermore Valley 40,Livermore,Alameda,CA,(510) 366-9791,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Livermore,Livermore,Alameda,CA,(510) 643-9250,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Tavern Livermore 38,Livermore,Alameda,CA,(510) 497-2605,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheBistro 11,Livermore,Alameda,CA,(510) 348-6620,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheCafe 89,Livermore,Alameda,CA,(925) 413-5877,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheChophouse Livermore Hills 82,Livermore,Alameda,CA,(510) 537-1819,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
ThePlace Livermore Co 69,Livermore,Alameda,CA,(510) 416-6347,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
TheSaloon Alameda 92,Livermore,Alameda,CA,(510) 553-6657,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Wine Shop Alameda,Livermore,Alameda,CA,(925) 470-9936,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar,Oakland,Alameda,CA,(510) 985-9244,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar & Grill,Oakland,Alameda,CA,(925) 432-2648,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar 7,Oakland,Alameda,CA,(510) 470-8793,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Alameda Inc,Oakland,Alameda,CA,(510) 575-5687,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
Bar Oakland Hills,Oakland,Alameda,CA,(925) 386-4158,,Restaurant,CA_SOS_Scraper_V3,MEDIUM
