Business Name,City,County,State,Phone,Address,Business Type,Source,Chain Status
Kitchen Roseville LLC,Roseville,Sacramento,CA,(279) 618-4899,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Kitchen Sacramento,Roseville,Sacramento,CA,(916) 976-2643,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Kitchen Sacramento Company,Roseville,Sacramento,CA,(279) 601-9198,7266 Ocean Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Liquor Store Company,Roseville,Sacramento,CA,(279) 845-3745,5173 State Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Liquor Store Group,Roseville,Sacramento,CA,(279) 895-4958,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Liquor Store LLC,Roseville,Sacramento,CA,(916) 838-4641,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Liquor Store Roseville Company,Roseville,Sacramento,CA,(916) 618-4700,3927 Sunset Rd #118,Restaurant,CA_ABC_Raw,INDEPENDENT
Liquor Store Roseville Heights LLC,Roseville,Sacramento,CA,(279) 893-3697,5164 1st Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Liquor Store Roseville Hills Co,Roseville,Sacramento,CA,(916) 329-9727,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Liquor Store Roseville LLC,Roseville,Sacramento,CA,(279) 935-2375,441 Wilshire St #907,Restaurant,CA_ABC_Raw,INDEPENDENT
Liquor Store Sacramento,Roseville,Sacramento,CA,(279) 982-6771,2201 3rd Way #741,Restaurant,CA_ABC_Raw,INDEPENDENT
Liquor Store Sacramento Inc,Roseville,Sacramento,CA,(916) 214-3084,7672 Hollywood Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge,Roseville,Sacramento,CA,(916) 603-2180,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Lounge Company,Roseville,Sacramento,CA,(279) 819-3224,7164 State Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Company 51,Roseville,Sacramento,CA,(916) 771-8961,1488 Pico Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Group 88,Roseville,Sacramento,CA,(279) 889-8843,1023 Hollywood Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge LLC,Roseville,Sacramento,CA,(916) 648-9565,3560 Wilshire Ln #666,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Roseville,Roseville,Sacramento,CA,(916) 325-4431,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Lounge Roseville Co,Roseville,Sacramento,CA,(916) 814-5183,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Lounge Roseville Hills,Roseville,Sacramento,CA,(279) 714-1547,3397 Ocean Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Roseville Valley Group,Roseville,Sacramento,CA,(279) 803-8146,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Lounge Sacramento,Roseville,Sacramento,CA,(279) 401-9130,1045 Ocean Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento Company,Roseville,Sacramento,CA,(916) 692-3849,9647 Market Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento Corp,Roseville,Sacramento,CA,(916) 899-5317,6312 Washington Ave #521,Restaurant,CA_ABC_Raw,INDEPENDENT
Lounge Sacramento Inc,Roseville,Sacramento,CA,(279) 570-3046,7406 Washington Dr #811,Restaurant,CA_ABC_Raw,INDEPENDENT
Market,Roseville,Sacramento,CA,(279) 245-5720,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Market Company,Roseville,Sacramento,CA,(916) 696-9194,1932 Washington Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Market Inc,Roseville,Sacramento,CA,(279) 894-4819,1570 Front St,Restaurant,CA_ABC_Raw,INDEPENDENT
Market LLC,Roseville,Sacramento,CA,(279) 870-4102,1195 Sunset Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Market Roseville,Roseville,Sacramento,CA,(279) 297-1349,6942 Jefferson Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Market Roseville Heights Co,Roseville,Sacramento,CA,(279) 363-4226,1512 Main Pl #974,Restaurant,CA_ABC_Raw,INDEPENDENT
Market Sacramento,Roseville,Sacramento,CA,(916) 894-3660,3440 Ocean Ave #203,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart,Roseville,Sacramento,CA,(916) 652-9450,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Mini Mart Group 93,Roseville,Sacramento,CA,(279) 777-9602,5798 Front Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Inc,Roseville,Sacramento,CA,(279) 246-7900,2833 Jefferson Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Roseville,Roseville,Sacramento,CA,(279) 296-8559,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Mini Mart Roseville Hills,Roseville,Sacramento,CA,(279) 231-5098,8303 Sunset Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Sacramento,Roseville,Sacramento,CA,(279) 743-8435,8527 3rd Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Mini Mart Sacramento Company,Roseville,Sacramento,CA,(279) 219-1578,3858 Market Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBanquets 15,Roseville,Sacramento,CA,(916) 460-1155,1655 1st St #676,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBar Co 13,Roseville,Sacramento,CA,(279) 689-6461,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewBar Sacramento Group 41,Roseville,Sacramento,CA,(916) 590-5884,5402 7th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBeverage Store Sacramento Group 52,Roseville,Sacramento,CA,(916) 998-4284,1315 Sunset St #997,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBrasserie 82,Roseville,Sacramento,CA,(279) 844-2378,2222 1st Ave #394,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBrewery Company 19,Roseville,Sacramento,CA,(279) 803-9528,7838 Mission Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewBrewery Roseville 50,Roseville,Sacramento,CA,(279) 769-5139,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewBrewery Sacramento LLC 100,Roseville,Sacramento,CA,(279) 235-6331,7204 Broadway Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewChophouse 44,Roseville,Sacramento,CA,(916) 326-9478,9519 6th Way #233,Restaurant,CA_ABC_Raw,INDEPENDENT
NewChophouse 69,Roseville,Sacramento,CA,(279) 413-4882,1432 Oak Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewChophouse Group 4,Roseville,Sacramento,CA,(916) 992-1749,8944 5th Rd #468,Restaurant,CA_ABC_Raw,INDEPENDENT
NewClub Roseville Valley Co 4,Roseville,Sacramento,CA,(916) 858-3624,4868 Hollywood Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewConvenience Store Roseville Hills 67,Roseville,Sacramento,CA,(916) 254-6364,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewCorner Roseville Valley Co 50,Roseville,Sacramento,CA,(916) 392-1638,255 Oak Ln #483,Restaurant,CA_ABC_Raw,INDEPENDENT
NewDiner Co 34,Roseville,Sacramento,CA,(916) 635-9182,9011 Pico Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewDive Bar Company 73,Roseville,Sacramento,CA,(279) 572-1006,3907 Lincoln Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewEatery Group 62,Roseville,Sacramento,CA,(279) 422-6586,3537 Broadway St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewEvents & Catering Roseville Heights Inc 59,Roseville,Sacramento,CA,(916) 690-6696,1700 Washington Pl #900,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrill 24,Roseville,Sacramento,CA,(916) 282-3281,1502 Pico Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrill 58,Roseville,Sacramento,CA,(279) 359-6301,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewGrill Co 5,Roseville,Sacramento,CA,(279) 510-6632,1737 Oak Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrill Roseville Co 36,Roseville,Sacramento,CA,(279) 909-8118,9583 Sunset Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewGrill Sacramento Group 73,Roseville,Sacramento,CA,(916) 732-8356,6363 5th Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewHouse 27,Roseville,Sacramento,CA,(916) 703-8867,8285 Maple Way #568,Restaurant,CA_ABC_Raw,INDEPENDENT
NewHouse 5,Roseville,Sacramento,CA,(279) 807-4768,3097 Pico Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewHouse Roseville Heights 36,Roseville,Sacramento,CA,(279) 302-6148,9215 Oak Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewKitchen 13,Roseville,Sacramento,CA,(279) 625-2667,1919 Franklin Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewKitchen Roseville Valley LLC 37,Roseville,Sacramento,CA,(279) 821-6433,4942 3rd Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLiquor Store Inc 89,Roseville,Sacramento,CA,(916) 276-9513,5424 Franklin Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLiquor Store Roseville 26,Roseville,Sacramento,CA,(279) 577-8335,1123 4th St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLiquor Store Roseville Corp 5,Roseville,Sacramento,CA,(916) 444-3535,6888 Hollywood Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewLounge Sacramento Co 70,Roseville,Sacramento,CA,(279) 313-7821,3739 Hollywood Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
NewMini Mart Corp 57,Roseville,Sacramento,CA,(279) 929-3562,6219 Jefferson Rd #183,Restaurant,CA_ABC_Raw,INDEPENDENT
NewMini Mart Roseville 76,Roseville,Sacramento,CA,(916) 881-9319,5558 Lincoln St #767,Restaurant,CA_ABC_Raw,INDEPENDENT
NewMini Mart Roseville 77,Roseville,Sacramento,CA,(916) 934-7802,6700 Maple Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewNightclub Sacramento Inc 6,Roseville,Sacramento,CA,(279) 321-2813,3581 Mission Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewPlace Roseville 57,Roseville,Sacramento,CA,(916) 492-6550,8479 Broadway Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewPub 16,Roseville,Sacramento,CA,(916) 843-8896,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewPub 92,Roseville,Sacramento,CA,(279) 525-5922,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewPub Sacramento Inc 65,Roseville,Sacramento,CA,(916) 712-9837,2279 Washington Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewRestaurant 2,Roseville,Sacramento,CA,(279) 783-3463,5589 7th Pl #803,Restaurant,CA_ABC_Raw,INDEPENDENT
NewRestaurant Roseville Hills 47,Roseville,Sacramento,CA,(916) 851-7681,966 Front Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
NewRestaurant Sacramento 47,Roseville,Sacramento,CA,(279) 390-9496,7732 Maple Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
NewRestaurant Sacramento Company 93,Roseville,Sacramento,CA,(279) 452-4352,2535 Ocean Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSports Bar Roseville 6,Roseville,Sacramento,CA,(279) 875-5769,1192 Front Pl #456,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSports Bar Roseville Co 83,Roseville,Sacramento,CA,(279) 341-6542,5374 Lincoln Ct #341,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSpot Roseville 93,Roseville,Sacramento,CA,(279) 922-6626,254 Jefferson Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSteakhouse Roseville Valley 63,Roseville,Sacramento,CA,(916) 568-1137,4113 1st Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
NewSteakhouse Sacramento Inc 44,Roseville,Sacramento,CA,(916) 847-8479,5332 Market Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTap Room Sacramento 72,Roseville,Sacramento,CA,(916) 459-6417,7014 4th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern 32,Roseville,Sacramento,CA,(279) 841-1887,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewTavern 93,Roseville,Sacramento,CA,(279) 234-1185,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewTavern Group 54,Roseville,Sacramento,CA,(916) 227-3847,8194 4th Ln #695,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Inc 66,Roseville,Sacramento,CA,(916) 246-1148,4131 Mission St #740,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Roseville 77,Roseville,Sacramento,CA,(279) 701-1006,5985 5th Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Roseville Corp 30,Roseville,Sacramento,CA,(279) 255-6615,9302 6th St,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Sacramento 50,Roseville,Sacramento,CA,(279) 810-2923,5388 Oak Way,Restaurant,CA_ABC_Raw,INDEPENDENT
NewTavern Sacramento Company 63,Roseville,Sacramento,CA,(916) 767-2305,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
NewTavern Sacramento Corp 70,Roseville,Sacramento,CA,(916) 548-4225,1938 2nd Dr #274,Restaurant,CA_ABC_Raw,INDEPENDENT
NewWine & Spirits 40,Roseville,Sacramento,CA,(279) 769-1884,3818 7th Way #196,Restaurant,CA_ABC_Raw,INDEPENDENT
NewWine & Spirits Co 84,Roseville,Sacramento,CA,(916) 227-2647,4858 Franklin St,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Company,Roseville,Sacramento,CA,(916) 486-4485,7956 Franklin Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Roseville Company,Roseville,Sacramento,CA,(279) 528-8707,1983 Sunset Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Roseville Group,Roseville,Sacramento,CA,(916) 292-5321,8076 3rd Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Roseville Heights,Roseville,Sacramento,CA,(916) 403-5499,7464 Franklin Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Roseville Heights Company,Roseville,Sacramento,CA,(916) 503-7044,3370 2nd Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Nightclub Sacramento,Roseville,Sacramento,CA,(279) 402-5955,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldBar 21,Roseville,Sacramento,CA,(916) 509-4321,3631 Broadway Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBar Corp 81,Roseville,Sacramento,CA,(916) 405-7774,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldBistro 27,Roseville,Sacramento,CA,(279) 222-1346,5424 Main Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBottle Shop 5,Roseville,Sacramento,CA,(916) 991-1512,8469 Ocean Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
OldBrewery 32,Roseville,Sacramento,CA,(916) 396-2651,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldCatering Company Co 54,Roseville,Sacramento,CA,(916) 328-6292,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldCatering Inc 61,Roseville,Sacramento,CA,(279) 207-3470,9749 Pico Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldCatering Roseville Valley 15,Roseville,Sacramento,CA,(916) 432-5373,7086 Sunset Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldChophouse 68,Roseville,Sacramento,CA,(279) 619-7119,2387 4th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldChophouse Co 71,Roseville,Sacramento,CA,(916) 764-6567,4728 Broadway Ct #827,Restaurant,CA_ABC_Raw,INDEPENDENT
OldClub 34,Roseville,Sacramento,CA,(279) 838-2132,5603 Oak Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldClub 59,Roseville,Sacramento,CA,(279) 503-4590,7891 2nd Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
OldCorner Roseville Heights LLC 54,Roseville,Sacramento,CA,(279) 970-6249,3521 6th Ct #411,Restaurant,CA_ABC_Raw,INDEPENDENT
OldCorner Roseville Inc 59,Roseville,Sacramento,CA,(279) 839-5890,3798 State Ct #944,Restaurant,CA_ABC_Raw,INDEPENDENT
OldCorner Store Roseville 61,Roseville,Sacramento,CA,(916) 644-5554,1617 State Way #721,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDiner Roseville 53,Roseville,Sacramento,CA,(916) 855-5504,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldDiner Roseville Heights Co 58,Roseville,Sacramento,CA,(916) 511-7053,6810 Madison St #440,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDive Bar Roseville 10,Roseville,Sacramento,CA,(916) 235-2515,5883 Front Dr #717,Restaurant,CA_ABC_Raw,INDEPENDENT
OldDive Bar Sacramento LLC 12,Roseville,Sacramento,CA,(916) 855-3950,4851 7th Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldEatery 16,Roseville,Sacramento,CA,(916) 446-9614,5941 Sunset Ct #795,Restaurant,CA_ABC_Raw,INDEPENDENT
OldEvents & Catering Corp 28,Roseville,Sacramento,CA,(916) 671-9609,4934 Oak Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldGrill Roseville 40,Roseville,Sacramento,CA,(279) 254-3421,5288 Madison Ct #659,Restaurant,CA_ABC_Raw,INDEPENDENT
OldHouse Roseville Valley Company 4,Roseville,Sacramento,CA,(279) 619-7508,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldKitchen Roseville 2,Roseville,Sacramento,CA,(916) 200-7494,6929 6th Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
OldKitchen Sacramento 62,Roseville,Sacramento,CA,(279) 814-3838,6362 Franklin Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLiquor Store Group 44,Roseville,Sacramento,CA,(279) 405-7634,7234 Washington Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLounge Co 35,Roseville,Sacramento,CA,(279) 445-5986,9473 5th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldLounge Corp 90,Roseville,Sacramento,CA,(279) 447-8566,1930 6th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldNightclub Roseville 58,Roseville,Sacramento,CA,(279) 542-7680,9185 Pico Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldNightclub Sacramento 45,Roseville,Sacramento,CA,(916) 983-4407,4988 State Rd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPlace 56,Roseville,Sacramento,CA,(279) 625-2557,7498 Wilshire Way,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPlace Inc 24,Roseville,Sacramento,CA,(279) 455-6188,7440 Jefferson Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPlace Roseville Corp 95,Roseville,Sacramento,CA,(916) 327-1693,6636 Hollywood St,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPlace Sacramento 79,Roseville,Sacramento,CA,(279) 665-6145,1700 7th Rd #241,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPub Company 23,Roseville,Sacramento,CA,(279) 470-3555,7084 Oak Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
OldPub Roseville Heights Inc 37,Roseville,Sacramento,CA,(916) 734-7043,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldPub Sacramento Corp 5,Roseville,Sacramento,CA,(279) 818-3817,6661 Pico Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
OldRestaurant Corp 44,Roseville,Sacramento,CA,(916) 905-8696,9403 Pico Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSaloon 89,Roseville,Sacramento,CA,(279) 510-9724,8453 7th Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSaloon Roseville 88,Roseville,Sacramento,CA,(279) 459-2259,3459 Maple St #830,Restaurant,CA_ABC_Raw,INDEPENDENT
OldSpirits Roseville Inc 88,Roseville,Sacramento,CA,(916) 527-2594,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
OldSports Bar Roseville Heights 23,Roseville,Sacramento,CA,(916) 248-8408,9016 Madison Ave #724,Restaurant,CA_ABC_Raw,INDEPENDENT
OldTavern 26,Roseville,Sacramento,CA,(279) 627-1400,9996 Pico St,Restaurant,CA_ABC_Raw,INDEPENDENT
OldTavern Co 98,Roseville,Sacramento,CA,(916) 390-7373,1336 Hollywood Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
OldWine Shop Roseville Heights 1,Roseville,Sacramento,CA,(916) 600-2349,5070 Mission Blvd #899,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store,Roseville,Sacramento,CA,(916) 914-7346,6915 Pico Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store 5,Roseville,Sacramento,CA,(279) 564-2013,3440 Washington St,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Roseville,Roseville,Sacramento,CA,(916) 947-2189,8770 Mission Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Sacramento,Roseville,Sacramento,CA,(279) 923-1525,1753 Madison Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Sacramento 48,Roseville,Sacramento,CA,(916) 476-3211,7296 3rd Dr #104,Restaurant,CA_ABC_Raw,INDEPENDENT
Package Store Sacramento 82,Roseville,Sacramento,CA,(279) 618-6626,1324 Washington Pl #343,Restaurant,CA_ABC_Raw,INDEPENDENT
Party Services LLC,Roseville,Sacramento,CA,(916) 612-7258,1870 6th Ln #829,Restaurant,CA_ABC_Raw,INDEPENDENT
Party Services Roseville,Roseville,Sacramento,CA,(279) 619-3892,4522 Sunset Ct #892,Restaurant,CA_ABC_Raw,INDEPENDENT
Place 84,Roseville,Sacramento,CA,(916) 350-9449,8573 3rd Ln #295,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Inc,Roseville,Sacramento,CA,(916) 712-1454,2440 Franklin Pl #371,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Roseville,Roseville,Sacramento,CA,(916) 258-5561,7073 Market Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Roseville Heights,Roseville,Sacramento,CA,(279) 561-8320,4439 Madison Ct,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Roseville Hills,Roseville,Sacramento,CA,(279) 840-8720,1940 State Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Roseville Inc,Roseville,Sacramento,CA,(916) 455-8502,9880 Hollywood Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Roseville Valley Co,Roseville,Sacramento,CA,(916) 419-6521,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Place Roseville Valley Company 90,Roseville,Sacramento,CA,(916) 617-2328,1951 1st Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Roseville Valley Group,Roseville,Sacramento,CA,(279) 971-8732,7535 Washington Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Sacramento,Roseville,Sacramento,CA,(279) 491-1890,7274 Mission St #716,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Sacramento Co,Roseville,Sacramento,CA,(916) 950-5749,6577 6th Ct #515,Restaurant,CA_ABC_Raw,INDEPENDENT
Place Sacramento Corp,Roseville,Sacramento,CA,(916) 692-7614,8788 Broadway Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub,Roseville,Sacramento,CA,(279) 898-9171,1049 7th Pl #843,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Co,Roseville,Sacramento,CA,(279) 959-5439,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Pub Inc,Roseville,Sacramento,CA,(916) 794-3009,5109 Wilshire Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Roseville,Roseville,Sacramento,CA,(279) 290-5663,4643 6th St,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Roseville Company,Roseville,Sacramento,CA,(279) 360-3325,2118 Hollywood Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Roseville Heights,Roseville,Sacramento,CA,(916) 355-4440,1188 Madison Rd #987,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Roseville Hills 32,Roseville,Sacramento,CA,(916) 404-5584,5569 Front Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Sacramento,Roseville,Sacramento,CA,(916) 594-8905,7350 7th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Sacramento 8,Roseville,Sacramento,CA,(279) 529-8788,8835 Mission Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Pub Sacramento Co,Roseville,Sacramento,CA,(279) 664-8881,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Pub Sacramento Inc,Roseville,Sacramento,CA,(279) 929-1127,9241 Market Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant,Roseville,Sacramento,CA,(916) 914-1385,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Restaurant Company,Roseville,Sacramento,CA,(279) 719-6913,2485 Market Dr #288,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Corp,Roseville,Sacramento,CA,(279) 641-9151,4905 2nd Way,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Inc,Roseville,Sacramento,CA,(916) 852-7469,9642 Mission Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville,Roseville,Sacramento,CA,(279) 744-6014,2735 5th Ct #946,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Company,Roseville,Sacramento,CA,(916) 893-6426,907 4th Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Group,Roseville,Sacramento,CA,(279) 516-9247,5217 Hollywood Pl,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Heights Company,Roseville,Sacramento,CA,(916) 706-7640,8721 Market Ln,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Heights Group,Roseville,Sacramento,CA,(916) 358-3801,3575 Main Ave,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Hills 45,Roseville,Sacramento,CA,(279) 756-8410,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Restaurant Roseville Inc,Roseville,Sacramento,CA,(279) 581-9341,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Restaurant Roseville LLC,Roseville,Sacramento,CA,(916) 855-8851,1830 Lincoln Way #844,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Valley Corp,Roseville,Sacramento,CA,(916) 730-9364,1072 1st Blvd,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Roseville Valley Group,Roseville,Sacramento,CA,(916) 214-7284,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
Restaurant Sacramento,Roseville,Sacramento,CA,(916) 438-3801,6859 Main Ln #669,Restaurant,CA_ABC_Raw,INDEPENDENT
Restaurant Sacramento Co,Roseville,Sacramento,CA,(279) 893-6051,1381 2nd Dr,Restaurant,CA_ABC_Raw,INDEPENDENT
Saloon,Roseville,Sacramento,CA,(916) 286-6126,,Restaurant,CA_SOS_Scraper_V3,INDEPENDENT
